T(h:m:s),FT(h:m:s),T(Sec),T(ms),UF(Hz),Sats,Date,Time,Lat,Lon,Alt(Ft),Alt(M),GndSpd(M/S),Head(Deg),PDOP,intT(C),intT(F),extT(C),extT(F),msTemp(C),msTemp(F),msPress(PSI),msPress(ATM),msAlt(ft),msAlt(M),VertVel(Ft/S),VertVel(M/S),mag x,mag y,mag z,accel x,accel y,accel z,gyro x,gyro y,gyro z,orien yaw,orien pitch,orien roll,xbee message,Si humidity (%),Si Temperature (C)3.6.15.1
2:05:34,1:13:41,7534.6,7534618,1.0,29,4/8/2024,14:32:16,40.952168,-83.449005,89131.62,27167.32,11.497,61.19,96,-10.38,13.31,-273.15,-459.67,-10.88,12.42,0.20,0.01,95001.11,28956.34,0.00,0.00,20.75,-2.25,-48.69,-3.83,-0.24,9.12,-0.79,0.17,1.55,263.44,2.94,3.25,,0.21,-41.93
2:05:35,1:13:42,7535.6,7535630,1.0,29,4/8/2024,14:32:17,40.952209,-83.448891,89153.61,27174.02,10.431,64.55,96,-10.31,13.44,-273.15,-459.67,-10.89,12.40,0.20,0.01,95047.97,28970.62,46.30,14.11,-13.69,14.06,-47.88,-2.47,-1.12,9.60,-0.23,0.13,-5.66,41.25,-13.44,5.38,,0.19,-41.96
2:05:36,1:13:43,7536.6,7536644,1.0,29,4/8/2024,14:32:18,40.952251,-83.448776,89175.08,27180.56,10.764,64.85,96,-10.35,13.37,-273.15,-459.67,-10.89,12.40,0.20,0.01,95094.94,28984.94,46.32,14.12,-18.06,7.75,-48.56,2.72,2.09,8.42,0.08,0.31,0.48,56.25,-9.00,-2.94,,0.18,-41.98
2:05:37,1:13:44,7537.7,7537654,1.0,29,4/8/2024,14:32:19,40.952297,-83.448654,89195.45,27186.78,12.990,66.79,96,-10.42,13.25,-273.15,-459.67,-10.90,12.38,0.20,0.01,95079.27,28980.16,-15.51,-4.73,-24.50,-0.75,-47.00,1.05,1.45,9.48,0.02,0.27,-1.50,108.94,6.00,0.94,,0.19,-41.97
2:05:38,1:13:45,7538.7,7538665,1.0,29,4/8/2024,14:32:20,40.952339,-83.448502,89214.90,27192.70,13.829,70.14,96,-10.38,13.31,-273.15,-459.67,-10.91,12.36,0.20,0.01,95110.62,28989.72,31.00,9.45,12.88,-20.06,-48.56,0.12,1.72,9.51,-0.03,-0.18,-0.65,234.19,-6.00,8.75,,0.21,-41.90
2:05:39,1:13:46,7539.7,7539675,1.0,29,4/8/2024,14:32:21,40.952385,-83.448349,89234.59,27198.70,13.407,66.37,96,-10.35,13.37,-273.15,-459.67,-10.91,12.36,0.20,0.01,95142.02,28999.29,31.10,9.48,9.25,19.25,-46.25,2.46,-0.58,10.04,0.10,-0.18,0.59,308.31,3.38,12.19,,0.21,-41.91
2:05:40,1:13:47,7540.7,7540686,1.0,29,4/8/2024,14:32:22,40.952435,-83.448212,89254.62,27204.81,12.331,63.26,96,-10.35,13.37,-273.15,-459.67,-10.91,12.36,0.20,0.01,95252.30,29032.90,109.08,33.25,10.88,-17.06,-50.88,-1.28,-4.00,9.78,0.26,-0.01,-0.19,167.31,8.31,-16.69,,0.19,-41.86
2:05:41,1:13:48,7541.7,7541699,1.0,29,4/8/2024,14:32:23,40.952477,-83.448090,89276.12,27211.36,10.778,68.29,96,-10.56,13.00,-273.15,-459.67,-10.92,12.34,0.20,0.01,95204.97,29018.47,-46.73,-14.24,-7.56,-19.25,-49.19,1.63,1.76,12.02,0.21,-0.18,0.79,137.00,-3.38,-8.38,,0.19,-41.85
2:05:42,1:13:49,7542.7,7542735,1.0,29,4/8/2024,14:32:24,40.952515,-83.447968,89298.52,27218.19,10.410,68.64,96,-10.38,13.31,-273.15,-459.67,-10.92,12.34,0.20,0.01,95204.97,29018.47,0.00,0.00,6.75,3.69,-50.25,0.71,0.39,8.17,-0.41,-0.46,-3.39,287.94,-2.19,16.06,,0.20,-41.87
2:05:43,1:13:50,7543.8,7543769,1.0,29,4/8/2024,14:32:25,40.952549,-83.447861,89319.57,27224.61,9.487,62.01,96,-10.38,13.31,-273.15,-459.67,-10.93,12.33,0.20,0.01,95283.93,29042.54,76.36,23.28,-20.38,12.56,-47.06,1.20,-2.08,10.10,0.12,-0.43,-1.62,20.12,-12.38,16.94,,0.19,-41.87
2:05:44,1:13:51,7544.8,7544803,1.0,29,4/8/2024,14:32:26,40.952591,-83.447769,89338.63,27230.42,7.880,52.04,96,-10.35,13.37,-273.15,-459.67,-10.93,12.33,0.20,0.01,95252.30,29032.90,-30.59,-9.32,27.50,-4.56,-46.06,-2.64,0.80,8.85,0.81,0.11,1.74,214.75,11.75,-14.62,,0.19,-41.82
2:05:45,1:13:52,7545.8,7545820,1.0,29,4/8/2024,14:32:27,40.952637,-83.447701,89357.90,27236.29,7.860,51.68,96,-10.38,13.31,-273.15,-459.67,-10.94,12.31,0.20,0.01,95315.59,29052.19,62.23,18.97,-8.06,-23.00,-47.19,-1.24,-0.78,10.19,-0.11,-0.64,-3.16,158.69,-6.94,-0.81,,0.21,-41.78
2:05:46,1:13:53,7546.8,7546838,1.0,29,4/8/2024,14:32:28,40.952682,-83.447617,89377.70,27242.32,9.577,54.59,96,-10.42,13.25,-273.15,-459.67,-10.94,12.31,0.20,0.01,95315.59,29052.19,0.00,0.00,14.56,-8.88,-51.38,1.32,-1.22,9.59,-0.40,-0.26,-6.21,289.88,-8.31,1.56,,0.21,-41.77
2:05:47,1:13:54,7547.9,7547855,1.0,29,4/8/2024,14:32:29,40.952732,-83.447517,89397.05,27248.22,10.367,56.99,96,-10.42,13.25,-273.15,-459.67,-10.95,12.29,0.20,0.01,95331.45,29057.03,15.59,4.75,4.25,17.56,-48.19,-0.95,-0.72,10.24,0.18,-0.10,0.68,336.75,-1.62,-0.12,,0.21,-41.80
2:05:48,1:13:55,7548.9,7548872,1.0,29,4/8/2024,14:32:30,40.952785,-83.447418,89417.27,27254.38,10.222,54.98,96,-10.45,13.19,-273.15,-459.67,-10.95,12.29,0.20,0.01,95442.77,29090.96,109.46,33.36,11.75,12.25,-48.69,0.98,1.59,9.48,-0.05,0.22,0.15,296.31,4.62,4.56,,0.21,-41.79
2:05:49,1:13:56,7549.9,7549890,1.0,29,4/8/2024,14:32:31,40.952843,-83.447311,89437.26,27260.48,11.227,51.85,96,-10.42,13.25,-273.15,-459.67,-10.95,12.29,0.20,0.01,95458.73,29095.82,15.68,4.78,9.25,-24.38,-47.38,-0.53,2.38,9.90,0.11,-0.03,2.91,184.81,-7.38,-0.44,,0.21,-41.70
2:05:50,1:13:57,7550.9,7550906,1.0,29,4/8/2024,14:32:32,40.952908,-83.447197,89457.03,27266.50,13.138,56.24,96,-10.42,13.25,-273.15,-459.67,-10.96,12.27,0.20,0.01,95458.73,29095.82,0.00,0.00,-28.38,-6.19,-45.06,1.46,0.26,9.39,-0.26,-0.17,-1.09,122.25,3.75,11.56,,0.22,-41.73
2:05:51,1:13:58,7551.9,7551945,1.0,29,4/8/2024,14:32:33,40.952972,-83.447052,89474.50,27271.83,15.255,60.62,96,-10.42,13.25,-273.15,-459.67,-10.97,12.25,0.20,0.01,95522.67,29115.31,61.54,18.76,-24.75,12.88,-46.06,1.21,-1.67,9.07,0.39,0.25,5.90,72.50,10.06,-0.75,,0.22,-41.74
2:05:52,1:13:59,7553.0,7552983,1.0,29,4/8/2024,14:32:34,40.953037,-83.446884,89491.99,27277.16,16.139,65.33,96,-10.45,13.19,-273.15,-459.67,-10.97,12.25,0.20,0.01,95538.69,29120.19,15.43,4.70,12.75,-9.88,-50.38,1.16,2.49,10.38,-0.41,0.04,0.45,243.81,1.50,6.00,,0.21,-41.68
2:05:54,1:14:01,7554.0,7554022,1.0,29,4/8/2024,14:32:35,40.953094,-83.446716,89510.23,27282.72,15.022,65.22,96,-10.38,13.31,-273.15,-459.67,-10.98,12.24,0.20,0.01,95538.69,29120.19,0.00,0.00,8.06,-23.06,-48.19,-0.74,-0.41,10.01,0.56,0.32,3.41,153.00,-8.38,-17.31,,0.23,-41.63
2:05:55,1:14:02,7555.0,7555042,1.0,28,4/8/2024,14:32:36,40.953148,-83.446564,89529.79,27288.68,13.645,64.74,102,-10.49,13.12,-273.15,-459.67,-10.98,12.24,0.20,0.01,95586.82,29134.86,47.24,14.40,-11.06,-21.56,-48.06,-0.15,2.73,11.70,-0.64,-0.95,-1.73,115.94,-15.94,-7.94,,0.21,-41.68
2:05:56,1:14:03,7556.1,7556061,1.0,28,4/8/2024,14:32:37,40.953197,-83.446419,89550.41,27294.96,12.970,65.07,102,-10.35,13.37,-273.15,-459.67,-10.98,12.24,0.20,0.01,95570.77,29129.97,-15.76,-4.80,-19.19,12.06,-47.38,3.35,-1.50,7.96,-0.06,0.10,1.64,47.94,-1.06,1.69,,0.20,-41.74
2:05:57,1:14:04,7557.1,7557080,1.0,28,4/8/2024,14:32:38,40.953243,-83.446274,89571.46,27301.38,13.886,70.52,102,-10.49,13.12,-273.15,-459.67,-10.99,12.22,0.20,0.01,95602.88,29139.76,31.52,9.61,10.19,-9.88,-51.19,1.32,1.50,9.46,0.04,-0.01,1.48,223.12,6.88,4.94,,0.21,-41.65
2:05:58,1:14:05,7558.1,7558101,1.0,28,4/8/2024,14:32:39,40.953281,-83.446121,89592.21,27307.71,12.628,72.95,102,-10.45,13.19,-273.15,-459.67,-10.99,12.22,0.20,0.01,95651.16,29154.47,47.29,14.41,-15.00,12.19,-49.06,-1.28,-0.25,9.34,-0.42,-0.64,-6.18,1.81,-15.88,21.62,,0.21,-41.65
2:05:59,1:14:06,7559.1,7559122,1.0,28,4/8/2024,14:32:40,40.953312,-83.445999,89611.58,27313.61,9.983,72.45,102,-10.45,13.19,-273.15,-459.67,-11.00,12.20,0.20,0.01,95667.29,29159.39,15.79,4.81,-8.69,-27.00,-46.00,-1.41,3.56,8.31,0.16,0.02,0.45,99.06,-30.75,-11.62,,0.21,-41.68
2:06:00,1:14:07,7560.1,7560123,1.0,28,4/8/2024,14:32:41,40.953335,-83.445892,89629.70,27319.13,7.923,69.01,102,-10.45,13.19,-273.15,-459.67,-11.00,12.20,0.20,0.01,95715.72,29174.15,48.38,14.75,-3.00,-24.06,-47.38,-2.09,0.31,11.79,-0.36,-0.39,-0.55,140.62,-10.69,-10.88,,0.19,-41.66
2:06:01,1:14:08,7561.1,7561123,1.0,28,4/8/2024,14:32:42,40.953362,-83.445801,89648.28,27324.80,9.365,70.94,102,-10.45,13.19,-273.15,-459.67,-11.00,12.20,0.20,0.01,95715.72,29174.15,0.00,0.00,18.75,-9.06,-49.19,-1.93,-1.14,10.18,-0.19,0.24,-4.92,271.00,-4.94,-1.69,,0.21,-41.63
2:06:02,1:14:09,7562.1,7562125,1.0,28,4/8/2024,14:32:43,40.953388,-83.445686,89667.10,27330.53,11.210,75.24,102,-10.52,13.06,-273.15,-459.67,-11.01,12.18,0.20,0.01,95780.48,29193.89,64.64,19.70,15.88,0.00,-50.75,2.66,0.50,9.86,-0.28,-0.34,-0.08,286.56,-9.81,4.50,,0.21,-41.64
2:06:03,1:14:10,7563.1,7563129,1.0,28,4/8/2024,14:32:44,40.953411,-83.445549,89687.69,27336.81,11.361,79.01,102,-10.45,13.19,-273.15,-459.67,-11.02,12.16,0.20,0.01,95764.27,29188.95,-16.15,-4.92,-21.56,8.19,-46.38,0.22,-1.99,11.28,-0.97,-0.24,-6.42,32.88,-14.19,12.75,,0.21,-41.62
2:06:04,1:14:11,7564.1,7564132,1.0,28,4/8/2024,14:32:45,40.953434,-83.445427,89709.49,27343.45,10.207,75.71,102,-10.56,13.00,-273.15,-459.67,-11.02,12.16,0.20,0.01,95796.70,29198.84,32.33,9.86,-3.38,-25.69,-46.38,1.19,-1.22,10.01,-0.64,-0.05,-4.83,140.25,-12.00,-12.19,,0.21,-41.61
2:06:05,1:14:12,7565.1,7565133,1.0,28,4/8/2024,14:32:46,40.953461,-83.445305,89731.57,27350.18,10.837,70.85,102,-10.52,13.06,-273.15,-459.67,-11.03,12.15,0.20,0.01,95812.94,29203.78,16.22,4.94,-2.38,-26.19,-46.06,2.33,-0.05,9.20,-0.13,-0.60,-0.10,157.75,-11.38,-0.88,,0.21,-41.57
2:06:06,1:14:13,7566.1,7566138,1.0,28,4/8/2024,14:32:47,40.953499,-83.445175,89752.98,27356.71,13.478,68.64,102,-10.49,13.12,-273.15,-459.67,-11.03,12.15,0.20,0.01,95845.45,29213.69,32.35,9.86,4.06,-30.00,-44.06,1.85,1.17,8.07,0.21,-0.73,-0.96,208.12,-18.56,8.38,,0.22,-41.54
2:06:07,1:14:14,7567.1,7567141,1.0,28,4/8/2024,14:32:48,40.953545,-83.445015,89772.32,27362.60,15.417,71.60,102,-10.49,13.12,-273.15,-459.67,-11.03,12.15,0.20,0.01,95861.73,29218.65,16.22,4.95,17.00,3.56,-48.75,-0.77,1.06,9.76,-0.29,-0.32,-0.45,302.81,-5.12,-3.94,,0.22,-41.50
2:06:08,1:14:15,7568.1,7568142,1.0,28,4/8/2024,14:32:49,40.953587,-83.444832,89790.14,27368.04,16.078,74.30,102,-10.52,13.06,-273.15,-459.67,-11.04,12.13,0.20,0.01,95959.65,29248.50,97.82,29.82,-17.50,11.25,-48.00,0.95,-0.22,9.92,-0.40,-0.20,-4.57,20.69,-12.75,14.62,,0.21,-41.50
2:06:09,1:14:16,7569.1,7569143,1.0,28,4/8/2024,14:32:50,40.953621,-83.444664,89807.66,27373.38,14.329,73.55,102,-10.52,13.06,-273.15,-459.67,-11.04,12.13,0.20,0.01,95943.30,29243.52,-16.34,-4.98,-0.19,-27.19,-46.19,1.22,2.29,9.56,0.07,-0.05,2.20,121.31,-20.88,-11.25,,0.21,-41.55
2:06:10,1:14:17,7570.1,7570146,1.0,28,4/8/2024,14:32:51,40.953663,-83.444504,89825.86,27378.92,13.151,69.27,102,-10.56,13.00,-273.15,-459.67,-11.05,12.11,0.20,0.01,95926.95,29238.54,-16.29,-4.97,11.00,-21.38,-48.00,-1.87,1.41,11.20,-0.25,-0.17,-2.26,189.94,-3.62,-10.38,,0.21,-41.52
2:06:11,1:14:18,7571.1,7571150,1.0,28,4/8/2024,14:32:52,40.953705,-83.444359,89846.11,27385.09,13.289,68.70,102,-10.49,13.12,-273.15,-459.67,-11.05,12.11,0.20,0.01,95959.65,29248.50,32.57,9.93,15.19,3.38,-49.50,0.27,1.09,9.79,0.04,-0.10,-0.56,291.31,-2.12,-0.88,,0.21,-41.46
2:06:12,1:14:19,7572.2,7572151,1.0,28,4/8/2024,14:32:53,40.953743,-83.444206,89867.75,27391.69,13.656,74.35,102,-10.49,13.12,-273.15,-459.67,-11.05,12.11,0.19,0.01,96058.05,29278.49,98.20,29.93,8.38,1.50,-51.50,1.48,0.10,9.81,-0.49,-0.19,0.67,268.06,3.12,10.00,,0.23,-41.43
2:06:13,1:14:20,7573.2,7573155,1.0,28,4/8/2024,14:32:54,40.953773,-83.444061,89888.81,27398.11,11.904,76.75,102,-10.52,13.06,-273.15,-459.67,-11.06,12.09,0.19,0.01,96058.05,29278.49,0.00,0.00,-1.38,19.69,-47.50,2.15,-0.71,8.50,-0.30,0.09,1.61,280.31,20.44,16.94,,0.23,-41.49
2:06:14,1:14:21,7574.2,7574160,1.0,28,4/8/2024,14:32:55,40.953796,-83.443939,89908.16,27404.01,8.909,74.84,102,-10.42,13.25,-273.15,-459.67,-11.06,12.09,0.19,0.01,96123.91,29298.57,65.60,20.00,-18.25,-19.00,-45.00,-0.47,-1.78,9.34,0.01,-0.26,4.53,78.69,-25.69,5.50,,0.21,-41.53
2:06:15,1:14:22,7575.2,7575164,1.0,28,4/8/2024,14:32:56,40.953815,-83.443848,89927.21,27409.81,8.063,72.48,102,-10.45,13.19,-273.15,-459.67,-11.06,12.09,0.19,0.01,96107.43,29293.54,-16.42,-5.00,-19.75,-14.25,-46.75,0.67,-1.58,11.40,-0.39,-0.10,-0.22,121.06,-5.81,4.94,,0.21,-41.54
2:06:16,1:14:23,7576.2,7576165,1.0,28,4/8/2024,14:32:57,40.953842,-83.443741,89946.69,27415.75,10.240,74.44,102,-10.49,13.12,-273.15,-459.67,-11.07,12.07,0.19,0.01,96107.43,29293.54,0.00,0.00,19.25,0.69,-48.75,-0.56,2.00,9.23,0.71,0.15,5.10,290.81,-13.31,-3.88,,0.19,-41.52
2:06:17,1:14:24,7577.2,7577169,1.0,28,4/8/2024,14:32:58,40.953861,-83.443619,89967.34,27422.04,11.576,80.17,102,-10.56,13.00,-273.15,-459.67,-11.07,12.07,0.19,0.01,96206.55,29323.76,98.72,30.09,2.25,-18.75,-50.19,2.10,-1.02,10.64,-0.29,-0.04,-2.57,209.62,-2.81,5.56,,0.22,-41.41
2:06:18,1:14:25,7578.2,7578172,1.0,28,4/8/2024,14:32:59,40.953880,-83.443481,89989.19,27428.71,11.379,80.90,102,-10.56,13.00,-273.15,-459.67,-11.08,12.06,0.19,0.01,96206.55,29323.76,0.00,0.00,-4.25,-22.25,-46.56,0.32,-0.98,8.80,0.38,0.60,3.00,131.69,-15.44,-7.44,,0.23,-41.40
2:06:19,1:14:26,7579.2,7579174,1.0,28,4/8/2024,14:33:0,40.953899,-83.443352,90011.96,27435.65,11.159,76.28,102,-10.56,13.00,-273.15,-459.67,-11.08,12.06,0.19,0.01,96223.12,29328.81,16.54,5.04,-24.88,-15.00,-44.69,-1.19,-1.69,9.78,-1.25,0.02,-3.48,121.38,-13.81,6.81,,0.23,-41.41
2:06:20,1:14:27,7580.2,7580174,1.0,28,4/8/2024,14:33:1,40.953926,-83.443214,90032.19,27441.81,12.936,73.30,102,-10.59,12.93,-273.15,-459.67,-11.09,12.04,0.19,0.01,96256.30,29338.92,33.18,10.11,-24.50,-25.00,-38.75,0.97,1.22,8.30,-0.40,-0.07,1.34,147.88,-14.62,22.19,,0.22,-41.41
2:06:21,1:14:28,7581.2,7581176,1.0,28,4/8/2024,14:33:2,40.953964,-83.443047,90051.48,27447.69,15.982,72.18,102,-10.56,13.00,-273.15,-459.67,-11.09,12.04,0.19,0.01,96339.47,29364.27,83.01,25.30,22.19,-16.19,-45.88,-0.07,1.58,10.72,-0.19,-0.42,-3.42,268.81,-15.81,-5.44,,0.24,-41.35
2:06:22,1:14:29,7582.2,7582182,1.0,28,4/8/2024,14:33:3,40.954006,-83.442856,90070.32,27453.43,17.214,75.70,102,-10.56,13.00,-273.15,-459.67,-11.10,12.02,0.19,0.01,96289.52,29349.05,-49.65,-15.13,-5.56,10.38,-50.69,0.53,1.24,10.34,-0.42,-0.66,-3.31,335.38,-7.56,15.62,,0.23,-41.34
2:06:23,1:14:30,7583.2,7583184,1.0,28,4/8/2024,14:33:4,40.954041,-83.442665,90089.98,27459.43,15.597,77.43,102,-10.59,12.93,-273.15,-459.67,-11.10,12.02,0.19,0.01,96306.16,29354.12,16.60,5.06,6.38,-19.25,-49.25,-0.51,0.91,10.04,0.24,0.09,1.50,136.19,-9.06,-17.25,,0.23,-41.36
2:06:24,1:14:31,7584.2,7584186,1.0,28,4/8/2024,14:33:5,40.954071,-83.442497,90110.63,27465.72,13.685,76.31,102,-10.63,12.87,-273.15,-459.67,-11.11,12.00,0.19,0.01,96406.26,29384.63,99.90,30.45,-6.25,-24.06,-47.56,1.17,-1.41,11.22,-0.21,-0.31,-4.11,155.81,-11.06,-4.25,,0.21,-41.36
2:06:25,1:14:32,7585.2,7585191,1.0,28,4/8/2024,14:33:6,40.954102,-83.442337,90133.05,27472.56,14.123,76.45,102,-10.63,12.87,-273.15,-459.67,-11.11,12.00,0.19,0.01,96389.54,29379.53,-16.62,-5.07,18.19,-1.88,-48.50,-1.95,1.27,9.51,0.02,0.37,-2.79,284.12,-2.12,-5.94,,0.23,-41.32
2:06:26,1:14:33,7586.2,7586194,1.0,28,4/8/2024,14:33:7,40.954128,-83.442169,90155.37,27479.36,15.321,77.58,102,-10.63,12.87,-273.15,-459.67,-11.11,12.00,0.19,0.01,96439.73,29394.83,50.10,15.27,11.38,-6.06,-51.19,0.92,-0.60,9.95,-0.57,0.27,-0.89,246.38,1.75,2.56,,0.24,-41.25
2:06:27,1:14:34,7587.2,7587194,1.0,28,4/8/2024,14:33:8,40.954155,-83.442009,90176.48,27485.79,13.003,79.68,102,-10.63,12.87,-273.15,-459.67,-11.11,12.00,0.19,0.01,96473.27,29405.05,33.53,10.22,15.69,-0.19,-49.00,0.00,-2.04,9.04,0.51,0.59,5.64,186.88,9.62,-15.19,,0.24,-41.25
2:06:28,1:14:35,7588.2,7588198,1.0,28,4/8/2024,14:33:9,40.954170,-83.441864,90196.34,27491.85,10.949,85.19,102,-10.63,12.87,-273.15,-459.67,-11.12,11.98,0.19,0.01,96506.85,29415.29,33.45,10.20,-25.00,-13.56,-45.00,1.18,-0.73,9.60,-0.65,-0.17,-2.14,65.31,-24.19,10.94,,0.22,-41.28
2:06:29,1:14:36,7589.2,7589198,1.0,28,4/8/2024,14:33:10,40.954178,-83.441742,90213.88,27497.19,9.928,83.91,102,-10.63,12.87,-273.15,-459.67,-11.13,11.97,0.19,0.01,96540.50,29425.54,33.65,10.26,-26.50,8.25,-45.06,2.55,-2.43,10.06,0.03,0.46,6.04,44.94,0.56,13.94,,0.22,-41.32
2:06:30,1:14:37,7590.2,7590199,1.0,28,4/8/2024,14:33:11,40.954193,-83.441620,90233.88,27503.29,11.145,78.97,102,-10.66,12.81,-273.15,-459.67,-11.13,11.97,0.19,0.01,96506.85,29415.29,-33.61,-10.25,5.75,-25.56,-45.69,0.36,2.79,10.22,-0.05,0.18,2.19,208.06,-13.81,6.75,,0.22,-41.25
2:06:31,1:14:38,7591.2,7591201,1.0,28,4/8/2024,14:33:13,40.954224,-83.441345,90275.33,27515.92,11.857,84.40,102,-10.63,12.87,-273.15,-459.67,-11.13,11.97,0.19,0.01,96591.07,29440.96,84.05,25.62,10.38,7.56,-50.06,2.56,1.93,10.05,-0.28,-0.57,-3.80,322.88,-2.19,4.62,,0.23,-41.25
2:06:32,1:14:39,7592.4,7592421,0.8,28,4/8/2024,14:33:14,40.954235,-83.441200,90297.61,27522.71,12.080,84.47,102,-10.63,12.87,-273.15,-459.67,-11.14,11.95,0.19,0.01,96624.85,29451.25,27.69,8.44,-21.38,-4.69,-47.38,-2.34,-1.41,9.89,0.39,-0.87,0.55,77.50,-11.25,6.06,,0.23,-41.26
2:06:33,1:14:40,7593.4,7593429,1.0,28,4/8/2024,14:33:15,40.954254,-83.441055,90318.91,27529.20,13.637,75.42,102,-10.59,12.93,-273.15,-459.67,-11.15,11.93,0.19,0.01,96675.63,29466.73,50.38,15.36,-23.25,-14.75,-45.19,-0.88,0.03,9.78,-0.18,-0.67,-4.63,120.56,-11.75,9.12,,0.24,-41.22
2:06:34,1:14:41,7594.4,7594437,1.0,28,4/8/2024,14:33:16,40.954288,-83.440887,90339.88,27535.60,15.419,75.37,102,-10.70,12.74,-273.15,-459.67,-11.15,11.93,0.19,0.01,96658.69,29461.57,-16.81,-5.12,4.00,-32.25,-42.50,3.11,-0.71,8.74,-0.28,-0.43,-1.29,202.31,-23.00,4.62,,0.24,-41.21
2:06:35,1:14:42,7595.4,7595442,1.0,28,4/8/2024,14:33:17,40.954327,-83.440704,90358.52,27541.28,16.361,72.52,102,-10.66,12.81,-273.15,-459.67,-11.15,11.93,0.19,0.01,96743.54,29487.43,84.43,25.73,23.50,10.38,-45.19,0.51,1.90,8.59,0.23,-0.55,3.26,290.81,-0.44,-8.94,,0.24,-41.20
2:06:36,1:14:43,7596.4,7596447,1.0,28,4/8/2024,14:33:18,40.954372,-83.440529,90378.75,27547.44,15.125,71.89,102,-10.70,12.74,-273.15,-459.67,-11.16,11.91,0.19,0.01,96726.54,29482.25,-16.92,-5.16,-21.88,7.00,-45.88,1.71,-2.43,10.16,-0.11,-0.05,-2.78,38.12,-10.06,13.06,,0.23,-41.23
2:06:37,1:14:44,7597.5,7597455,1.0,28,4/8/2024,14:33:19,40.954411,-83.440376,90399.16,27553.67,12.889,71.82,102,-10.63,12.87,-273.15,-459.67,-11.16,11.91,0.19,0.01,96726.54,29482.25,0.00,0.00,-11.00,-16.38,-49.06,3.38,-1.86,10.12,0.25,-0.38,3.87,92.56,-14.00,0.06,,0.21,-41.26
2:06:38,1:14:45,7598.5,7598463,1.0,28,4/8/2024,14:33:20,40.954441,-83.440231,90420.62,27560.21,12.097,73.68,102,-10.63,12.87,-273.15,-459.67,-11.17,11.89,0.19,0.01,96794.62,29503.00,67.54,20.59,-23.69,0.69,-46.69,-0.11,-1.41,10.18,0.22,0.27,1.26,71.19,-6.12,9.00,,0.21,-41.26
2:06:39,1:14:46,7599.5,7599470,1.0,28,4/8/2024,14:33:21,40.954475,-83.440102,90442.31,27566.82,11.544,70.78,102,-10.70,12.74,-273.15,-459.67,-11.17,11.89,0.19,0.01,96760.55,29492.62,-33.83,-10.31,4.06,19.25,-48.00,0.54,-0.55,9.84,-0.00,0.03,0.39,316.75,10.00,7.94,,0.22,-41.23
2:06:40,1:14:47,7600.5,7600475,1.0,28,4/8/2024,14:33:22,40.954506,-83.439980,90462.67,27573.02,9.545,69.99,102,-10.66,12.81,-273.15,-459.67,-11.18,11.88,0.19,0.01,96845.82,29518.61,84.85,25.86,12.88,-14.69,-50.25,2.81,0.94,8.94,-0.07,0.45,-0.17,198.88,2.88,-8.12,,0.23,-41.24
2:06:41,1:14:48,7601.5,7601481,1.0,28,4/8/2024,14:33:23,40.954533,-83.439888,90481.50,27578.76,8.288,69.31,102,-10.70,12.74,-273.15,-459.67,-11.18,11.88,0.19,0.01,96845.82,29518.61,0.00,0.00,-15.50,-19.38,-47.19,0.79,0.84,9.77,0.35,0.07,3.63,92.12,-20.12,1.25,,0.21,-41.26
2:06:42,1:14:49,7602.5,7602490,1.0,28,4/8/2024,14:33:24,40.954563,-83.439796,90500.65,27584.60,8.241,65.72,102,-10.63,12.87,-273.15,-459.67,-11.18,11.88,0.19,0.01,96931.45,29544.71,84.87,25.87,-23.06,-6.50,-46.50,-1.20,0.92,10.19,-0.10,-0.05,1.38,77.94,-11.94,8.19,,0.20,-41.27
2:06:43,1:14:50,7603.5,7603495,1.0,28,4/8/2024,14:33:25,40.954594,-83.439705,90521.01,27590.80,8.724,63.02,102,-10.70,12.74,-273.15,-459.67,-11.19,11.86,0.19,0.01,96897.16,29534.25,-34.13,-10.40,21.06,1.06,-48.38,1.09,-0.52,10.02,0.31,0.01,4.48,264.38,0.88,-5.50,,0.22,-41.21
2:06:44,1:14:51,7604.5,7604503,1.0,28,4/8/2024,14:33:26,40.954632,-83.439606,90541.78,27597.13,9.683,63.66,102,-10.73,12.68,-273.15,-459.67,-11.19,11.86,0.19,0.01,96965.80,29555.18,68.10,20.76,11.38,-20.50,-48.06,-1.38,2.27,11.68,-0.24,0.34,1.47,215.50,-5.81,-3.06,,0.21,-41.17
2:06:45,1:14:52,7605.5,7605508,1.0,28,4/8/2024,14:33:27,40.954674,-83.439499,90563.25,27603.68,10.623,64.58,102,-10.66,12.81,-273.15,-459.67,-11.19,11.86,0.19,0.01,96948.62,29549.94,-17.09,-5.21,-18.75,11.88,-47.56,2.87,-0.83,8.84,0.16,0.54,2.08,26.88,-3.88,10.38,,0.21,-41.18
2:06:46,1:14:53,7606.5,7606537,1.0,28,4/8/2024,14:33:28,40.954712,-83.439384,90584.45,27610.14,11.022,68.03,102,-10.73,12.68,-273.15,-459.67,-11.20,11.84,0.19,0.01,97034.69,29576.17,83.64,25.49,-7.88,16.25,-48.00,1.79,1.02,10.10,0.14,0.39,1.86,10.00,-1.88,5.62,,0.21,-41.22
